timestamp,market_slug,event_type,trade_side,trade_mode,size_requested,size_filled,price,cost,pos_up_size,pos_up_avg_price,pos_down_size,pos_down_avg_price,pos_hedged_pairs,pos_pair_cost,pos_locked_profit,pos_imbalance,pnl_min,pnl_max,pnl_realized,balance_after,status
2026-01-06T13:59:41.937829+00:00,btc-updown-15m-1767707100,TRADE,UP,ACCUM,15,0,0.9300,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:00:03.146449+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.4800,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:00:03.147177+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.4300,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:00:13.510362+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.4800,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:00:13.510977+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.4300,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:00.215737+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.6300,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:00.218908+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.3000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:10.334652+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.6300,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:10.335176+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.3000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:20.737753+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.6300,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:20.738529+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.3000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:30.915649+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.6300,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:30.916527+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.3000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:40.999003+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.6300,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:01:40.999878+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.3000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:02:01.719628+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.6800,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:02:01.720948+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.2600,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:02:27.180765+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.5600,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:02:27.181689+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.3700,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:02:37.657255+00:00,btc-updown-15m-1767708000,TRADE,UP,ACCUM,5,0,0.5600,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
2026-01-06T14:02:37.658673+00:00,btc-updown-15m-1767708000,TRADE,DOWN,ACCUM,5,0,0.3700,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.00,0.0000,0.0000,0.0000,100.00,SUCCESS
